plant_1_id;plant_1_name;plant_2_id;plant_2_name;group_id;group_name;good_neighbour;bad_neighbour;comment
62;Zucchini;63;Zwiebel;;;TRUE;FALSE;
63;Zwiebel;15;Feldsalat;;;TRUE;FALSE;
63;Zwiebel;19;Gurke;;;TRUE;FALSE;
63;Zwiebel;23;Karotte;;;TRUE;FALSE;
63;Zwiebel;28;Kopfsalat;;;TRUE;FALSE;
63;Zwiebel;47;Rote Bete;;;TRUE;FALSE;
;;;;;;;;
1;Apfel;94;Wacholder;;;FALSE;TRUE;
1;Apfel;;;9;Kletterpflanze;FALSE;TRUE;
2;Aubergine;58;Tomate;;;FALSE;TRUE;
2;Aubergine;24;Kartoffel;;;FALSE;TRUE;
2;Aubergine;37;Paprika;;;FALSE;TRUE;
3;Birne;95;Vogelbeere;;;FALSE;TRUE;
4;Blumenkohl;24;Kartoffel;;;FALSE;TRUE;
4;Blumenkohl;;;3;Kohl;FALSE;TRUE;
4;Blumenkohl;26;Knoblauch;;;FALSE;TRUE;
4;Blumenkohl;44;Rhabarber;;;FALSE;TRUE;
4;Blumenkohl;63;Zwiebel;;;FALSE;TRUE;
5;Bohne;16;Fenchel;;;FALSE;TRUE;
5;Bohne;26;Knoblauch;;;FALSE;TRUE;
5;Bohne;30;Lauch;;;FALSE;TRUE;
5;Bohne;63;Zwiebel;;;FALSE;TRUE;
6;Brokkoli;;;3;Kohl;FALSE;TRUE;
7;Brombeere;96;Rose;;;FALSE;TRUE;
7;Brombeere;1;Apfel;;;FALSE;TRUE;
8;Chicorée;12;Endivie;;;FALSE;TRUE;
8;Chicorée;24;Kartoffel;;;FALSE;TRUE;
8;Chicorée;41;Radicchio;;;FALSE;TRUE;
9;Chinakohl;24;Kartoffel;;;FALSE;TRUE;
9;Chinakohl;;;3;Kohl;FALSE;TRUE;
9;Chinakohl;30;Lauch;;;FALSE;TRUE;
9;Chinakohl;43;Rettich;;;FALSE;TRUE;
10;Eichblattsalat;24;Kartoffel;;;FALSE;TRUE;
10;Eichblattsalat;97;Kresse;;;FALSE;TRUE;
10;Eichblattsalat;75;Petersilie;;;FALSE;TRUE;
10;Eichblattsalat;51;Knollensellerie;;;FALSE;TRUE;
10;Eichblattsalat;56;Stangensellerie;;;FALSE;TRUE;
11;Eisbergsalat;19;Gurke;;;FALSE;TRUE;
11;Eisbergsalat;75;Petersilie;;;FALSE;TRUE;
12;Endivie;5;Bohne;;;FALSE;TRUE;
12;Endivie;69;Buschbohne;;;FALSE;TRUE;
12;Endivie;9;Chinakohl;;;FALSE;TRUE;
12;Endivie;13;Erbse;;;FALSE;TRUE;
12;Endivie;;;3;Kohl;FALSE;TRUE;
12;Endivie;47;Rote Bete;;;FALSE;TRUE;
13;Erbse;5;Bohne;;;FALSE;TRUE;
13;Erbse;69;Buschbohne;;;FALSE;TRUE;
